twist_angle(°)   AA/period_area           AB/period_area
                 3.04279839       0.07469638201760954       0.16272763067323015       
                 3.065577898       0.07414092047470897       0.16057525803578088       
                 3.14515804       0.07387867750536241       0.16018269436805385       
                 3.230620057       0.07303012665920261       0.1582337625868621       
                 3.252760511       0.07309790275491311       0.15877227083779288       
                 3.261400125       0.07285303071022292       0.15837533725494304       
                 3.309424601       0.06917069542503901       0.1502421817064323       
                 3.347210051       0.07206610200998068       0.15711589123274758       
                 3.402949087       0.07199740146272815       0.15679550752221388       
                 3.432863168       0.07084948293066788       0.15322686314990944       
                 3.521031416       0.0700655289113541       0.15163837347614612       
                 3.590955329       0.07008791996214644       0.1519051862798545       
                 3.605341937       0.06992599983367576       0.15185264071774351       
                 3.617290765       0.07033337144795049       0.15312883111018422       
                 3.66490967       0.07009543853490326       0.15227193318989038       
                 3.673817804       0.06954060038623824       0.15089343125980187       
                 3.759939186       0.06919908272437181       0.15030384032874783       
                 3.810441281       0.06850909636999179       0.14900905428166306       
                 3.933177768       0.06791942093141388       0.1474837469136687       
                 4.165943606       0.06597217981745608       0.1429765320437967       
                 4.195834773       0.06552390965532777       0.1422396226974979       
                 4.270184944       0.06507602394185485       0.14104185045988576       
                 4.338302773       0.06451766091399043       0.14014587463594536       
                 4.432472925       0.06303520456647484       0.1340739468620423       
                 4.435724853       0.06371039144037371       0.13821961487677997       
                 4.497508104       0.06327905217310717       0.13750107992735525       
                 4.503936796       0.06328659575313643       0.1373564377397584       
                 4.509289992       0.06304788516238924       0.1366753764968626       
                 4.522201223       0.062346087871895564       0.13650701524979167       
                 4.549471073       0.06258386902925256       0.13603242413566988       
                 4.581961446       0.0622980404585338       0.1354733472153245       
                 4.675504348       0.06107543477625799       0.13325751513645512       
                 4.684000687       0.06186149605348766       0.13423667259979835       
                 4.763888022       0.060697917794014865       0.13176050617928395       
                 4.795747192       0.06080546794764511       0.13199352555397537       
                 4.935562837       0.0569842693353078       0.13109056687316048       
                 4.988250237       0.05936902280201459       0.12902831694261102       
                 5.105222669       0.058282550722902796       0.12621818732644305       
                 5.165915285       0.05791433613495547       0.12564663467035306       
                 5.186432188       0.05734155622559756       0.12326616642770825       
                 5.205012268       0.057525300874964165       0.12473430041469002       
                 5.25119313       0.057042589076835314       0.12411289598984265       
                 5.375648261       0.055430925479875846       0.120221532592478       
                 5.397164647       0.055873998729381626       0.12136109689488479       
                 5.411298851       0.05591796329658036       0.1214106464819973       
                 5.587515949       0.0525919642530475       0.11922775011169302       
                 5.635594762       0.05405839430697091       0.11737391301773277       
                 5.645197553       0.05390562291392619       0.1162598474965743       
                 5.671277892       0.053667870258360874       0.11655810435961127       
                 5.766614756       0.05294256292680863       0.1150291796014742       
                 5.972876309       0.0512787604424514       0.11126597041953398       
                 6.027058559       0.05107469674370449       0.11088811843025112       
                 6.031248386       0.0510929483286332       0.11089475328394041       
                 6.059597275       0.05062061045064916       0.10992649125066302       
                 6.112614897       0.050165319326991815       0.10878975258732967       
                 6.180383345       0.04944032605792014       0.10757929024258109       
                 6.20737771       0.04960402004101537       0.10729559313904412       
                 6.223104605       0.04709147010652185       0.10831235788389812       
                 6.236516917       0.04941720994512477       0.10742858164745049       
                 6.246466475       0.04936510201150824       0.10702976636870648       
                 6.317643054       0.04878905583479124       0.10591774821631773       
                 6.363751896       0.04846258929922475       0.10458214793325456       
                 6.429930629       0.04793003896028513       0.10325408893146015       
                 6.479034323       0.04754136564882479       0.10314469673920591       
                 6.529828296       0.04710868661453745       0.10221228535784653       
                 6.61463857       0.04614052124613677       0.10050453936643503       
                 6.743620112       0.04515514196784757       0.09798788687216103       
                 6.785877338       0.0453817679720471       0.09826835078554247       
                 6.883798069       0.04435800672317965       0.09623588880520088       
                 6.898512155       0.044194379832557064       0.09510483121808562       
                 7.019586072       0.042481635542503685       0.09265668730098893       
                 7.117780187       0.042650098394691936       0.09267845359071211       
                 7.142998571       0.04241512273063625       0.09228095638572086       
                 7.146492182       0.042640651426415724       0.09256895362651386       
                 7.15729702       0.0424157257998446       0.0920588936486182       
                 7.260954118       0.04131312857439417       0.09002856804701338       
                 7.291764462       0.04123478024675453       0.0893673603101781       
                 7.514119308       0.03993710406008261       0.08676511289406547       
                 7.635439404       0.038915817036877104       0.08452708504058627       
                 7.640285133       0.038928010019514535       0.08477563989709122       
                 7.705807325       0.03868793846624949       0.08405128065158914       
                 7.772913551       0.03187440532795331       0.08369934254971427       
                 7.836308485       0.03768858994102725       0.08191257052242913       
                 7.838787584       0.03766814891339154       0.08183983180139699       
                 7.850665462       0.03762179395315567       0.08159969278206855       
                 7.97024928       0.036448828606337545       0.07916866379339116       
                 7.987118553       0.0357783318020891       0.07904235103495434       
                 7.994048311       0.03663814628611509       0.07963410553615902       
                 8.028823615       0.036369977330945484       0.07918000875276446       
                 8.192290353       0.03492446113714343       0.07591854298203467       
                 8.353763267       0.03421443538283471       0.07422998169517561       
                 8.477437512       0.0334626379765802       0.07260335392854969       
                 8.660701228       0.032210766939312824       0.06982546297295461       
                 8.730691745       0.029198520344995704       0.06974127216440817       
                 8.815051188       0.031159925713590386       0.0677721677073365       
                 8.860422641       0.030903691911763943       0.0669082506415979       
                 8.974878542       0.030209825236759393       0.06559174005905094       
                 9.14671282       0.029229973651174357       0.06345329480155013       
                 9.19675722       0.028829139301066658       0.06271188824981119       
                 9.321293571       0.028078758791133408       0.06075744007131496       
                 9.507977395       0.02700005162498983       0.058682829077239027       
                 9.518747083       0.02678530852641407       0.05863307970315688       
                 9.557805865       0.026697945654236287       0.05788611529086077       
                 9.652519325       0.02311514365934704       0.05662000123606488       
                 9.688674321       0.025752603795020916       0.05615866948716331       
                 9.802530255       0.02492148305239451       0.05413069743110101       
                 9.854926194       0.02475264204129463       0.05400790452102633       
                 9.936373838       0.024282976046180637       0.05282045395694458       
                 10.3224427       0.022361917136913607       0.048609333218328825       
                 10.34079281       0.022289994917059904       0.048179686937665736       
                 10.35355096       0.022067412331145727       0.04792238791155722       
                 10.6353546       0.020614685616645076       0.044694560343357476       
                 10.65980619       0.02036752574387911       0.044336369639561134       
                 10.68770014       0.020347870472665404       0.044280576019731996       
                 10.73246982       0.018987857550232832       0.04230460889082673       
                 10.77976371       0.019592819614637512       0.04223958113320073       
                 11.15143409       0.017873570771233815       0.03890384175826671       
                 11.32119828       0.01662898106919859       0.03753950450154534       
                 11.36495504       0.016926640248459284       0.03686087322592391       
                 11.41839174       0.016637485812797198       0.036194775184622205       
                 11.49528456       0.01629661751948818       0.03535938516406754       
                 11.76894889       0.015077636811075292       0.03260799238407224       
                 11.77949995       0.015076688154164363       0.032463924334570925       
                 11.7879314       0.01509519373906118       0.032399883338112584       
                 11.83548516       0.014270446972959396       0.03140575905263416       
                 11.99394802       0.014034253092158548       0.030483093891562608       
                 12.04874002       0.01371298580138183       0.029924079832749643       
                 12.13426937       0.013455544239589041       0.029147905135073877       
                 12.16373479       0.013190991328867049       0.028721711745413353       
                 12.38241851       0.012376315706462594       0.02696190954070434       
                 12.47180814       0.01194490434540228       0.02602965057711013       
                 12.71115458       0.011017881479650037       0.023860054613666488       
                 12.8781928       0.010409204870952576       0.022743020302140246       
                 13.17890114       0.009174311926495857       0.020104980784120884       
                 13.40607225       0.008491813675010543       0.018553830126600848       
                 13.44459481       0.008338852940676532       0.018167735444073005       
                 13.45031779       0.008335760551338821       0.018045433551686748       
                 13.54857056       0.00797119183300433       0.0174277308131582       
                 13.74654889       0.00749275546366094       0.01592356580636602      
                 13.80344869       0.007287157920548996       0.01583760346717226       
                 13.81653941       0.007151664611527664       0.015533770297756046       
                 13.81993784       0.007109899673157177       0.015514385286913188       
                 13.85672208       0.0069771783263435985       0.015167448649453812       
                 13.90089885       0.006848797048713824       0.015040200967133191       
                 13.90495384       0.006877163114174245       0.015022688269126826       
                 14.23967599       0.0058742418083455854       0.012741832329928347       
                 14.52775027       0.005109424377489037       0.011097923203184997       
                 14.63542826       0.004705177314725812       0.010211083453819518       
                 14.64379012       0.004749365183861643       0.010469062567398388       
                 14.69955413       0.004654432361611265       0.009901449915642478       
                 14.70062886       0.00461352828443298       0.009910693473547264       
                 14.78461422       0.004380890678236089       0.009465253883943502       
                 14.86834514       0.0041816523549219435       0.00908275634762362       
                 14.88075014       0.00416545360894262       0.008877321859545248       
                 14.94834442       0.003942708217302968       0.008466992202611809       
                 15.01752359       0.0038350796286297697       0.0083429582459265       
                 15.17215012       0.003464475997962674       0.007382494525127724       
                 15.2569604       0.0028390943288991305       0.006552069574218385       
                 15.30966583       0.0031161499919493177       0.0069124415596865       
                 15.31754305       0.003068524432232557       0.00681998698657473       
                 15.35685806       0.003027160355386429       0.006727344827197138       
                 15.43939863       0.0028655702989097104       0.0063519295346630466       
                 15.54220386       0.0026965890065697956       0.005857125087771931       
                 15.80592173       0.002249231061052317       0.00492958699388636       
                 15.89105978       0.0020474678254803875       0.004477454755169627       
                 15.91923172       0.00206810697933023       0.0043175831446515605       
                 16.86952736       0.0007228355807200029       0.0015700347379057446       
                 17.1716341       0.0004350431349374448       0.0009360207859177806       
                 17.2204783       0.0003890600519448734       0.0008678971304928124       
                 17.42818807       0.00023844939763088637       0.0005179239200431786       
                 17.62084509       0.00014655056605136486       0.0003315782283019404       
                 17.90661751       8.229662446588521e-05       8.937617535036207e-05       
                 17.97634741       5.6324277641106765e-05       0.00012233912502743834       
                 18.01844545       2.862349607379013e-05       6.217165335358204e-05       
                 18.09070887       0.0       1.2538240792343214e-05       
                 18.1500298       0.0       1.7541709917800724e-05       
                 18.26575728       0.0       0.0       
                 18.63301792       0.0       0.0       
                 18.9381177       0.0       0.0       
                 18.9908015       0.0       0.0       
                 19.19990389       0.0       0.0       
                 19.36838101       0.0       0.0       
                 19.38149377       0.0       0.0       
                 19.48933317       0.0       0.0       
                 19.53730264       0.0       0.0       
                 19.59902217       0.0       0.0       
                 19.91474853       0.0       0.0       
                 20.14498197       0.0       0.0       
                 20.5063628       0.0       0.0       
                 20.87732817       0.0       0.0       
                 21.18296562       0.0       0.0       
                 22.69229782       0.0       0.0       
                 23.0414728       0.0       0.0       
                 23.16972217       0.0       0.0       
                 23.17655654       0.0       0.0       
                 23.24937306       0.0       0.0       
                 23.28648173       0.0       0.0       
                 23.33496148       0.0       0.0       
                 23.51258077       0.0       0.0       
                 23.65410859       0.0       0.0       
                 23.96027986       0.0       0.0       
                 26.72235153       0.0       0.0       
                 27.07850458       0.0       0.0       
                 27.44097269       0.0       0.0       
                 27.45806658       0.0       0.0       
